geneID	319_1_mouse_C57Bl6_Adip_iBA_1	319_2_mouse_C57Bl6_Adip_ScWA_2	319_3_mouse_C57Bl6_Adip_ScWA_3	319_4_mouse_C57Bl6_Adip_ScWA_4	319_5_mouse_C57Bl6_Adip_VisWA_1	319_6_mouse_C57Bl6_Adip_VisWA_2	319_7_mouse_C57Bl6_Adip_VisWA_3	319_8_mouse_C57Bl6_Adip_VisWA_4	319_9_mouse_C57Bl6_Adip_ScWA_1	319_11_mouse_C57Bl6_Adip_iBA_3	319_12_mouse_C57Bl6_Adip_iBA_4	319_13_mouse_SV129_Adip_ScWA_1	319_14_mouse_SV129_Adip_ScWA_2	319_15_mouse_SV129_Adip_ScWA_3	319_16_mouse_SV129_Adip_ScWA_4	319_17_mouse_SV129_Adip_VisWA_1	319_18_mouse_SV129_Adip_VisWA_2	319_19_mouse_SV129_Adip_VisWA_3	319_20_mouse_SV129_Adip_VisWA_4	319_21_mouse_SV129_Adip_iBA_1	319_22_mouse_SV129_Adip_iBA_2	319_23_mouse_SV129_Adip_iBA_3	319_24_mouse_SV129_Adip_iBA_4
ENSMUSG00000035696	4.285	11.298	13.053	11.864	11.421	16.227	14.417	14.500	7.878	9.595	8.056	11.644	11.215	11.252	10.670	16.508	16.174	17.780	15.734	10.883	7.196	9.835	8.739
ENSMUSG00000035697	0.291	0.229	0.110	0.445	1.039	0.824	0.420	0.386	1.011	0.305	0.192	0.833	0.622	0.406	0.556	0.782	0.943	0.978	1.257	0.593	0.273	0.579	0.269
ENSMUSG00000035699	0	0	0	0	0	0	0	0	0	0	0	0.034	0.030	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035704	3.927	6.078	6.666	7.627	8.232	7.813	7.412	8.651	5.988	4.064	4.095	4.428	6.893	5.294	4.056	5.966	5.347	5.305	6.249	1.882	2.723	3.997	2.758
ENSMUSG00000035711	0.466	0.101	0.178	0.213	0.740	0.232	0.318	0.193	0.379	0.472	0.491	0.347	0.309	0.553	0.386	0.335	0.207	0.487	0.348	0.275	0.464	0.423	0.481
ENSMUSG00000035713	1.021	6.646	5.480	5.166	6.930	7.942	7.529	6.656	3.353	0.859	1.226	0.762	1.376	1.136	1.421	1.590	1.758	1.474	1.544	0.975	1.010	1.224	1.046
ENSMUSG00000035722	7.526	1.906	1.673	1.966	2.566	1.891	1.486	1.737	1.558	4.510	5.653	3.300	3.384	3.094	3.568	3.105	3.267	2.939	2.944	4.485	2.666	5.258	4.242
ENSMUSG00000035725	3.674	6.844	4.972	6.454	5.149	7.286	5.273	5.980	6.839	7.048	6.305	12.980	10.426	10.777	10.346	11.795	11.922	10.271	11.069	18.361	12.330	14.657	12.580
ENSMUSG00000035726	2.070	9.862	10.791	11.491	7.703	11.318	8.064	11.301	9.451	7.064	3.709	12.972	14.231	15.390	13.979	16.359	16.641	16.723	18.383	14.728	10.727	15.578	12.011
ENSMUSG00000035735	14.769	3.008	2.694	3.205	2.379	2.665	2.319	2.630	2.288	9.021	7.715	2.038	2.489	3.244	2.786	2.387	2.142	2.221	2.117	1.842	2.578	5.125	3.444
ENSMUSG00000035745	0.049	0	0.084	0.076	0	0.124	0	0	0.061	0.237	0.081	0.033	0.046	0.087	0.144	0.086	0.084	0.094	0.037	0.148	0	0.147	0.063
ENSMUSG00000035754	17.947	10.278	11.316	11.026	18.050	11.820	14.546	12.229	11.239	9.859	13.703	9.633	10.012	9.436	9.885	9.168	10.756	10.646	9.994	6.224	5.281	8.243	7.304
ENSMUSG00000035757	23.988	8.508	8.764	8.430	11.077	7.345	9.816	8.154	8.545	13.738	19.881	10.710	9.439	8.900	10.000	9.167	9.229	10.149	8.649	9.552	8.492	11.809	10.780
ENSMUSG00000035759	0.588	0.906	1.303	1.246	1.281	0.993	1.103	1.374	0.479	1.243	0.710	0.722	1.282	0.989	1.156	1.642	1.435	0.985	1.420	0.683	0.782	0.971	0.676
ENSMUSG00000035762	2.389	5.323	5.324	5.582	2.661	4.823	3.210	4.520	4.981	6.372	3.111	5.137	5.719	5.944	5.389	5.909	5.308	4.975	6.060	6.416	4.784	7.915	6.578
ENSMUSG00000035764	1.708	20.987	20.532	16.273	14.207	24.314	23.975	22.683	13.389	5.398	4.220	14.582	16.484	12.714	12.261	23.488	21.698	20.844	23.100	5.387	4.992	6.210	4.866
ENSMUSG00000035765	23.591	18.010	16.934	17.612	20.382	17.069	19.812	16.714	17.388	14.670	18.599	19.925	16.680	17.267	17.314	19.118	17.375	17.768	17.308	10.879	9.555	12.474	10.086
ENSMUSG00000035769	0.295	0.391	0.334	0.268	0.704	0.406	0.463	0.425	0.342	0.233	0.295	0.612	0.544	0.802	0.683	0.561	0.692	0.586	0.519	0.314	0.279	0.615	0.225
ENSMUSG00000035770	7.042	21.119	18.708	20.623	19.675	23.760	22.715	22.629	20.255	12.826	9.287	21.300	21.119	20.919	23.139	27.743	27.801	27.129	29.013	20.538	15.327	18.241	16.728
ENSMUSG00000035772	56.597	15.953	18.696	17.534	16.347	13.903	15.002	16.057	16.609	40.847	42.366	13.039	16.838	17.085	14.368	12.865	14.227	14.322	14.044	17.204	14.397	26.757	22.678
ENSMUSG00000035773	0.455	0.394	0.378	0.282	0.813	0.581	0.565	0.503	0.278	0.213	0.274	0.323	0.302	0.287	0.252	0.402	0.388	0.397	0.278	0.115	0.057	0.169	0.216
ENSMUSG00000035775	0.031	0.054	0	0.049	0	0	0	0	0.051	0	0	0.056	0.025	0.055	0.052	0	0	0	0	0	0.062	0	0.032
ENSMUSG00000035776	42.031	38.124	37.915	39.319	40.645	38.731	45.215	40.261	35.573	28.875	33.371	38.788	39.831	38.136	39.918	41.776	46.332	42.907	42.639	23.355	20.895	29.290	25.328
ENSMUSG00000035778	15.852	6.582	5.222	9.274	11.107	8.092	8.068	7.875	8.642	23.327	25.159	23.388	23.228	23.593	33.931	27.551	27.424	32.902	28.919	69.474	40.924	45.017	45.924
ENSMUSG00000035781	47.900	26.646	27.299	27.469	39.311	29.434	32.766	29.473	25.943	28.592	37.023	22.803	25.394	25.697	25.578	26.790	30.054	33.511	28.876	14.572	13.373	20.443	15.744
ENSMUSG00000035783	10.675	13.544	6.558	15.305	70.604	63.344	72.983	38.025	18.971	4.474	12.065	9.798	10.420	9.774	18.854	34.961	42.457	46.315	40.069	12.096	19.264	14.238	25.238
ENSMUSG00000035785	0.069	0	0.047	0	0	0	0	0	0	0	0	0.186	0	0.062	0	0	0	0.058	0	0	0	0	0
ENSMUSG00000035790	4.342	4.358	4.871	4.663	5.185	5.158	5.299	5.715	4.548	3.961	4.261	4.607	6.292	4.928	5.124	5.916	6.084	5.098	5.470	3.641	3.740	4.730	4.898
ENSMUSG00000035798	3.087	7.060	6.635	7.509	3.814	6.448	4.019	5.199	6.862	8.724	5.145	8.577	8.779	9.223	9.207	9.776	9.785	9.369	10.284	12.516	9.786	14.408	10.546
ENSMUSG00000035799	8.276	14.284	14.426	13.960	14.035	9.264	9.757	10.900	17.645	5.938	7.588	8.240	11.365	10.508	10.805	6.004	6.807	6.870	7.017	3.042	3.588	3.528	3.760
ENSMUSG00000035804	0	0	0	0	0.328	0	0	0	0	0	1.228	0.053	0	0	0	0	4.363	89.346	66.198	7.944	8.942	4.325	2.014
ENSMUSG00000035805	0.043	0	0	0.017	0	0.016	0.032	0.036	0	0	0	0.019	0.051	0	0.018	0.068	0.077	0	0.105	0.044	0.021	0.043	0.022
ENSMUSG00000035818	0.075	0.044	0.058	0.099	0.060	0.075	0.017	0	0.082	0.188	0.228	0.203	0.240	0.336	0.334	0.276	0.246	0.126	0.205	0.560	0.301	0.324	0.364
ENSMUSG00000035824	9.546	8.621	7.549	7.813	15.803	11.485	11.893	10.885	9.826	7.459	9.970	7.808	7.613	9.345	8.789	10.558	11.192	13.312	12.138	5.461	4.782	7.151	6.226
ENSMUSG00000035828	80.898	241.117	152.373	155.818	181.515	99.055	161.221	85.098	124.254	57.019	101.208	128.868	119.548	123.067	121.415	120.289	112.101	152.763	93.252	99.816	54.262	76.082	61.692
ENSMUSG00000035829	0.135	0.019	0.084	0.103	0.612	0.238	0.177	0.273	0.036	0.041	0.040	0.428	0.131	0.214	0.190	0.314	0.313	0.739	0.459	0.056	0.098	0.022	0.125
ENSMUSG00000035831	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035834	2.026	4.972	4.495	5.225	2.693	6.920	4.549	6.686	5.723	6.184	2.594	3.619	4.426	4.424	4.556	4.288	3.281	4.476	4.707	3.887	2.631	5.350	4.617
ENSMUSG00000035835	1.690	17.515	15.874	14.157	22.561	15.461	19.480	14.739	12.299	2.293	2.006	7.674	7.210	6.005	5.904	9.167	5.898	7.597	8.456	1.250	1.159	2.081	1.267
ENSMUSG00000035836	0.023	0.020	0.054	0.037	0	0	0.052	0.058	0.038	0.065	0.021	0.083	0.019	0.021	0.019	0	0	0	0.038	0.024	0	0.046	0.072
ENSMUSG00000035840	1.363	6.490	5.107	6.499	4.683	7.317	4.533	5.798	6.580	4.688	2.901	10.381	8.139	8.666	7.357	8.654	8.889	8.893	9.247	7.886	5.281	9.068	6.787
ENSMUSG00000035842	0.463	0.451	0.321	0.544	0.586	0.400	0.377	0.336	0.341	0.473	0.575	0.466	0.701	0.759	0.719	0.636	0.759	0.678	0.471	0.600	0.504	1.016	0.508
ENSMUSG00000035845	6.389	3.186	3.602	3.355	2.515	2.715	3.176	2.530	2.682	4.129	5.509	2.497	3.785	4.011	4.393	2.985	3.419	3.302	3.305	3.043	2.576	3.554	2.973
ENSMUSG00000035847	6.707	16.863	15.771	16.902	9.536	19.643	17.084	19.229	14.475	12.437	7.859	18.323	18.494	18.773	20.018	25.510	25.011	25.216	26.546	21.213	16.032	18.535	16.312
ENSMUSG00000035849	1.622	0.797	0.984	1.297	1.390	1.451	1.209	1.144	1.299	1.834	2.514	1.669	1.488	2.126	3.146	1.850	2.300	2.614	2.339	3.758	2.366	3.024	2.659
ENSMUSG00000035851	6.209	21.448	18.343	20.887	16.023	20.088	13.057	15.291	25.795	16.063	11.316	32.058	24.128	33.099	22.880	26.161	25.531	24.791	28.191	32.135	22.809	31.816	21.900
ENSMUSG00000035852	0.050	0.022	0	0.039	0.059	0.019	0.056	0.041	0.020	0.046	0.180	0.067	0.020	0.066	0.144	0.020	0.022	0.042	0.020	0.176	0.124	0.148	0.180
ENSMUSG00000035860	0.122	0.264	0.249	0.239	0.032	0.228	0.166	0.253	0.116	0.266	0.147	0.218	0.178	0.072	0.253	0.080	0.217	0.068	0.132	0.123	0.121	0.201	0.168
ENSMUSG00000035863	20.786	26.562	24.924	24.157	71.781	41.930	47.591	41.131	23.606	11.088	16.417	17.070	15.511	15.765	21.151	32.413	23.577	29.096	26.977	29.053	13.294	17.102	20.369
ENSMUSG00000035868	0.620	2.730	2.068	1.890	1.123	1.844	1.347	1.666	1.261	0.983	0.767	2.122	3.452	3.426	2.623	2.815	2.945	2.912	3.455	1.667	1.858	2.930	2.017
ENSMUSG00000035873	2.953	1.593	0.981	2.314	2.972	3.359	1.833	2.940	2.270	3.899	4.749	8.371	5.376	5.287	8.218	10.615	9.582	7.502	7.808	17.362	10.725	6.660	8.140
ENSMUSG00000035875	0.131	0.434	0.087	0.225	0.142	0.441	0.453	0.079	0.301	0.357	0.087	0.533	0.356	0.360	0.496	0.692	0.653	0.487	0.384	0.688	0.260	1.180	0.206
ENSMUSG00000035877	6.406	12.230	12.124	12.121	12.583	12.738	11.652	12.372	8.759	7.540	9.199	11.659	12.895	11.931	13.219	13.809	15.618	15.534	16.621	14.579	8.930	9.603	11.247
ENSMUSG00000035878	0.603	1.476	1.387	1.011	1.643	2.038	1.862	1.888	0.873	0.791	0.698	1.653	1.840	1.682	1.386	2.278	1.968	1.730	2.181	0.942	0.971	1.278	0.966
ENSMUSG00000035885	1423.720	435.523	450.812	489.668	709.629	428.108	524.344	480.423	517.128	796.310	1076.500	425.627	464.721	439.800	465.461	400.867	446.195	431.693	439.985	307.866	255.538	457.124	426.031
ENSMUSG00000035890	11.270	6.915	8.529	7.972	20.728	8.259	9.675	9.442	7.745	7.361	8.839	5.864	6.985	6.679	8.590	7.931	8.471	7.938	6.591	5.850	3.975	5.000	6.242
ENSMUSG00000035891	5.321	1.696	1.182	2.476	3.536	3.060	2.787	2.418	2.207	4.025	6.354	4.090	3.269	3.397	4.153	5.484	5.320	5.674	6.138	6.714	4.044	4.950	5.163
ENSMUSG00000035896	0	0	0	0	0.147	0	0.046	0	0	0	0.056	0.221	0.148	0.110	0.308	0.146	0.220	0.259	0.605	0.063	0.185	0.122	0.192
ENSMUSG00000035898	0.796	3.975	3.759	4.174	1.975	3.449	2.490	3.519	2.903	2.304	1.378	4.284	4.873	4.997	4.186	4.536	4.404	5.009	5.485	3.577	2.349	4.632	3.363
ENSMUSG00000035900	8.473	13.304	13.291	13.286	16.661	15.727	16.727	14.922	12.516	7.308	6.464	6.947	8.088	8.353	8.393	11.053	12.533	13.185	13.366	5.684	4.746	7.202	7.213
ENSMUSG00000035901	47.791	33.201	30.863	36.952	39.925	39.218	43.684	39.122	30.013	47.713	53.985	45.737	40.632	43.798	53.251	52.713	53.926	59.997	57.280	62.540	42.105	54.934	56.145
ENSMUSG00000035910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0	0.076	0.087	0	0.106	0	0.094
ENSMUSG00000035914	0.226	0.033	0.072	0.089	0.260	0.169	0.238	0.250	0.230	0.211	0.409	0.118	0.135	0.117	0.219	0.177	0.184	0.252	0.261	0.057	0.019	0.093	0.019
ENSMUSG00000035916	0	0	0	0	0.007	0.006	0.044	0.035	0	0	0	0	0	0	0	0.073	0.068	0.142	0.069	0	0	0	0
ENSMUSG00000035919	5.159	2.826	2.540	3.745	3.016	3.486	3.213	3.008	2.620	4.438	5.159	4.637	4.741	5.314	7.539	5.219	5.399	5.858	7.015	7.526	6.445	7.915	6.869
ENSMUSG00000035923	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	0.050
ENSMUSG00000035929	44.107	145.480	110.801	120.024	64.380	61.169	50.596	38.659	162.056	35.887	59.452	132.006	85.862	120.161	88.651	50.671	46.612	58.711	43.287	46.322	31.777	54.650	29.322
ENSMUSG00000035930	0	0	0.023	0	0.572	0.314	0.983	0.522	0	0	0	0	0	0	0	0.542	0.320	1.181	0.684	0	0	0	0
ENSMUSG00000035933	1.478	5.996	6.034	6.214	4.282	5.699	5.104	5.242	4.247	4.461	2.403	6.065	7.046	6.606	6.126	6.597	7.028	6.921	7.439	5.372	3.956	6.720	5.294
ENSMUSG00000035934	0.286	0.139	0.165	0.118	0.416	0.106	0.143	0.302	0.255	0.050	0.178	0.174	0.155	0.194	0.181	0.042	0.102	0.131	0.103	0	0.053	0.111	0.225
ENSMUSG00000035936	7.695	8.791	9.586	9.184	8.198	8.782	8.998	9.103	8.602	8.218	7.990	6.263	9.258	8.305	8.065	7.075	7.561	8.462	7.992	3.754	4.029	7.249	6.206
ENSMUSG00000035941	1.465	7.335	8.205	7.246	4.437	6.824	5.140	6.827	7.157	3.914	1.911	7.376	6.984	7.033	5.935	6.203	7.071	6.999	7.087	4.329	3.693	6.119	4.708
ENSMUSG00000035944	18.816	13.885	11.206	12.652	13.896	12.273	16.216	13.704	8.713	13.153	13.078	5.274	5.308	4.315	5.786	9.599	9.326	7.901	8.179	5.700	1.905	3.942	4.008
ENSMUSG00000035948	10.127	53.344	47.682	49.762	21.082	48.133	38.770	45.382	38.567	29.632	15.704	43.576	42.340	50.679	36.497	39.290	37.869	39.255	41.500	20.616	16.837	34.559	21.152
ENSMUSG00000035949	48.540	45.049	40.947	46.122	63.950	51.836	53.465	56.789	50.157	42.621	55.055	56.505	49.703	50.526	57.065	63.712	62.336	65.496	60.651	46.656	32.871	40.775	38.826
ENSMUSG00000035951	0.425	0.736	0.391	0.599	0.337	0.254	0.253	0.352	0.553	0.079	0.615	0.380	0.270	0.303	0.141	0.467	0.076	0.142	0.069	0.172	0.254	0.084	0
ENSMUSG00000035953	50.915	38.037	44.271	34.252	57.732	48.998	46.043	45.018	44.663	36.265	43.385	35.760	41.663	39.191	31.262	47.163	51.385	54.640	50.500	31.110	26.455	31.965	25.366
ENSMUSG00000035954	0.893	3.295	2.760	3.218	2.080	3.146	2.138	2.487	2.404	2.916	1.810	4.129	4.994	4.914	4.726	5.269	5.153	4.972	5.741	7.233	5.026	7.086	5.413
ENSMUSG00000035958	3.340	5.473	4.605	6.527	4.237	5.153	4.905	4.831	5.589	7.434	4.926	7.689	7.066	7.551	7.478	8.289	7.313	7.519	8.563	10.652	5.804	10.156	7.805
ENSMUSG00000035960	28.379	52.548	54.875	58.099	76.890	54.477	66.450	60.664	66.458	24.213	21.388	30.847	35.675	36.088	32.602	33.582	39.218	41.401	37.074	10.804	12.440	19.687	14.901
ENSMUSG00000035964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0	0.041	0.040	0	0
ENSMUSG00000035967	3.011	5.869	5.940	7.478	5.496	6.004	3.606	3.754	6.740	7.661	5.490	9.162	6.946	9.423	9.835	8.822	10.750	9.526	10.135	15.881	9.348	16.873	11.196
ENSMUSG00000035969	32.974	13.840	10.834	13.844	18.755	15.187	15.776	11.275	13.212	16.482	24.664	31.056	17.072	20.415	22.652	21.434	23.441	21.263	20.115	30.297	19.966	23.726	23.197
ENSMUSG00000035983	0.230	1.374	0.397	1.433	8.232	1.849	2.426	1.734	0.905	0.204	0.284	0.926	0.665	0.645	0.551	0.476	0.295	0.265	0.264	0.281	0.149	0.468	0.123
ENSMUSG00000035984	0.595	0.308	0.200	0.326	0.311	0.053	0.441	0.068	0.212	0.395	0	0.254	0.315	0	0.242	0.410	0.293	0.351	1.189	0.132	0.411	0.141	0.270
ENSMUSG00000035992	2.054	9.773	7.961	8.884	3.314	9.322	5.373	6.149	9.632	7.251	3.227	15.948	9.834	12.882	8.971	10.646	8.795	8.496	9.870	9.119	5.257	11.194	7.176
ENSMUSG00000036002	7.925	7.752	6.110	6.544	11.366	9.558	11.110	9.142	6.584	4.609	7.581	10.712	8.377	8.288	7.331	10.095	9.749	10.912	9.247	4.320	3.978	5.364	4.198
ENSMUSG00000036006	4.810	0.159	0.111	0.213	0.130	0.352	0.113	0.392	0.379	5.583	2.535	0.212	0.190	0.272	0.391	0.364	0.493	0.286	0.345	0.903	0.914	4.357	2.132
ENSMUSG00000036009	0.918	2.415	2.164	2.578	2.904	2.857	2.251	2.572	2.503	2.858	2.060	2.223	2.719	2.450	2.713	2.838	2.521	2.840	2.770	2.273	1.497	2.491	2.047
ENSMUSG00000036019	0.905	1.378	0.878	1.193	0.717	0.705	0.668	1.009	0.787	1.371	1.230	1.697	1.577	1.937	1.758	1.222	2.191	1.560	2.038	4.766	3.610	4.545	2.983
ENSMUSG00000036022	0.615	1.382	1.385	1.677	0.466	1.542	0.968	1.376	1.353	1.202	0.488	1.405	1.703	1.947	1.943	1.161	1.567	1.517	1.537	1.303	1.124	1.533	1.340
ENSMUSG00000036023	4.260	5.844	6.969	5.572	5.943	6.593	6.221	6.289	6.690	5.932	4.856	6.847	6.270	8.303	6.928	8.535	8.034	8.007	9.131	9.537	7.354	9.367	7.178
ENSMUSG00000036026	25.670	11.246	12.780	11.915	14.155	11.859	12.029	12.098	12.265	15.509	18.598	13.214	14.025	14.853	14.153	13.295	14.420	15.891	13.624	10.743	8.006	15.137	12.719
ENSMUSG00000036027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0.037	0	0	0	0
ENSMUSG00000036030	0.014	0.006	0.026	0.005	0.054	0.051	0.041	0.023	0.022	0.026	0.025	0.018	0.033	0.055	0.023	0.092	0.116	0.040	0.112	0.021	0.082	0.081	0.078
ENSMUSG00000036036	0.069	0.353	0.193	0.478	0.650	0.563	0.613	0.239	0.430	0.680	1.042	1.375	0.748	1.427	1.466	1.088	1.154	1.044	0.931	2.316	2.034	1.583	1.655
ENSMUSG00000036040	0.059	2.259	1.589	1.379	3.388	3.642	4.169	3.438	1.032	0.108	0.399	0.851	0.483	0.318	0.612	1.417	0.487	0.623	0.458	0.240	0.183	0.149	0.385
ENSMUSG00000036045	0.191	0.101	0.048	0.098	0	0.089	0	0	0.220	0.095	0.163	0.142	0.088	0.268	0.091	0	0.142	0.180	0.216	0.170	0.189	0.059	0
ENSMUSG00000036046	18.081	5.407	5.203	6.172	13.389	9.061	6.904	8.156	6.896	11.941	12.316	7.864	7.658	8.777	7.280	8.328	9.399	10.167	11.015	7.686	6.035	9.946	7.820
ENSMUSG00000036052	9.050	5.387	2.837	4.527	8.303	5.336	6.026	4.279	5.783	5.383	9.908	8.537	5.556	4.677	7.414	6.835	8.489	7.753	8.264	10.408	5.703	7.457	7.492
ENSMUSG00000036053	0.629	9.473	9.477	9.410	3.911	8.440	5.414	7.439	9.576	2.417	2.524	10.671	9.738	10.961	7.728	8.126	7.663	6.966	8.729	4.460	3.497	4.584	3.757
ENSMUSG00000036054	8.454	8.484	10.817	9.082	12.511	11.095	10.922	9.606	7.434	7.658	7.940	5.783	6.920	7.998	8.364	10.488	9.903	10.129	9.398	6.313	5.548	8.412	8.653
ENSMUSG00000036057	5.856	6.908	6.256	6.694	6.331	8.257	7.802	6.807	5.142	4.396	5.054	7.506	6.303	7.836	6.405	8.023	7.626	8.247	7.200	4.515	3.304	5.220	4.241
ENSMUSG00000036061	4.752	2.916	3.378	3.209	4.037	3.429	3.431	3.534	2.649	3.575	3.456	2.504	3.024	3.190	3.624	3.503	3.792	3.950	3.441	2.349	2.077	3.240	2.608
ENSMUSG00000036062	0.038	0	0.007	0.007	0.037	0.104	0.125	0.008	0.064	0.118	0.008	0	0	0	0	0.007	0.008	0	0	0	0	0	0.101
ENSMUSG00000036067	0.032	0.019	0.024	0.066	0.523	0.133	0.125	0.252	0	0.021	0.029	0.289	0.528	0.259	0.074	0.759	0.574	0.373	0.528	0	0.032	0.022	0.023
ENSMUSG00000036073	29.069	7.724	9.845	8.578	11.802	8.369	9.727	8.544	8.205	12.481	20.477	6.915	8.083	6.723	7.942	5.876	6.366	7.676	6.529	8.368	5.928	8.316	8.716
ENSMUSG00000036078	47.016	63.691	83.831	71.999	86.690	84.185	79.307	84.530	65.126	33.618	37.549	46.874	56.398	52.833	53.840	54.565	59.682	58.377	54.369	18.599	18.605	23.334	20.995
ENSMUSG00000036086	0.413	0.556	0.628	0.846	0.373	0.784	0.371	0.496	0.664	1.039	1.253	0.996	0.942	1.027	0.996	2.149	1.311	1.658	2.382	1.268	0.937	1.530	1.316
ENSMUSG00000036087	12.015	19.317	17.251	17.051	14.079	17.711	15.562	16.817	17.343	19.821	14.946	19.746	23.322	20.672	23.096	21.041	23.879	20.724	24.651	22.948	15.585	25.606	19.953
ENSMUSG00000036091	0.535	0.278	0.477	0.385	0.338	0.519	0.272	0.367	0.586	0.290	1.049	0.708	0.869	1.433	0.767	0.904	0.457	0.823	1.247	0.519	0.457	0.783	0.660
ENSMUSG00000036093	7.193	21.442	21.501	21.636	14.650	20.023	17.912	19.188	20.912	13.619	9.302	13.999	14.233	14.850	12.777	15.521	14.327	16.747	16.259	11.174	7.508	13.806	11.906
ENSMUSG00000036095	0.054	0.075	0.066	0.076	0.112	0.081	0.097	0.081	0.026	0.010	0.029	0.087	0.120	0.173	0.305	0.306	0.250	0.317	0.291	0.109	0.183	0.214	0.190
ENSMUSG00000036097	0.907	4.572	3.916	4.146	2.168	4.384	3.188	4.079	3.265	2.985	1.751	5.416	4.902	5.200	4.895	7.517	6.295	5.498	6.891	6.350	3.953	5.343	4.262
ENSMUSG00000036098	0.086	0.028	0.058	0.059	0.383	0.248	0.846	0.365	0.017	0.100	0.087	0.086	0.026	0.048	0.044	0.589	0.744	0.889	0.812	0.033	0.021	0.064	0.055
ENSMUSG00000036099	6.157	12.388	12.096	10.273	14.140	14.332	17.644	13.462	7.978	6.574	5.845	9.585	10.784	8.392	9.965	14.655	13.850	15.435	11.999	5.805	4.149	5.712	7.024
ENSMUSG00000036103	0.722	7.402	8.000	6.946	5.709	8.311	7.180	7.459	7.305	1.267	0.800	7.144	4.940	4.195	4.358	9.783	9.098	9.285	10.020	3.361	3.365	3.039	2.669
ENSMUSG00000036104	8.247	15.377	15.457	15.632	17.988	16.285	16.331	16.547	14.588	14.574	10.653	17.777	16.944	17.506	17.556	20.119	18.343	20.456	19.691	13.479	10.594	15.844	13.430
ENSMUSG00000036106	5.804	14.003	15.196	14.463	28.376	19.117	20.505	22.037	12.273	4.084	4.703	9.339	14.103	14.210	14.620	14.991	18.145	20.168	18.113	4.067	3.860	4.388	3.498
ENSMUSG00000036109	0.274	0.535	0.277	0.261	0.187	0.468	0.208	0.418	0.559	0.411	0.508	0.463	0.765	0.534	0.687	0.573	0.839	0.768	0.925	1.216	0.841	1.423	0.820
ENSMUSG00000036110	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0
ENSMUSG00000036111	21.055	3.446	2.447	3.730	21.489	8.077	8.842	8.595	4.559	11.317	19.303	9.675	8.819	7.728	11.844	9.719	10.072	13.649	10.908	16.545	13.115	11.146	14.993
ENSMUSG00000036112	18.386	68.993	81.414	82.011	72.662	78.931	76.009	80.279	77.460	52.270	28.338	75.261	84.847	86.671	81.175	104.627	95.614	83.751	92.976	52.822	35.472	64.948	50.156
ENSMUSG00000036114	15.203	8.442	9.615	10.157	16.699	11.938	12.211	12.788	6.274	11.275	12.107	6.649	8.973	6.488	10.635	9.409	10.481	9.625	9.593	7.373	6.145	8.117	8.619
ENSMUSG00000036117	0	0	0	0	0	0	0.058	0	0	0	0.035	0	0	0	0	0	0	0	0.032	0	0	0	0
ENSMUSG00000036120	9.058	4.725	6.014	5.109	3.612	3.849	3.166	3.982	5.070	5.555	6.349	2.585	4.155	4.607	4.518	2.600	3.008	3.723	3.204	2.869	2.771	4.290	3.574
ENSMUSG00000036123	0	0.042	0	0	0	0	0	0	0	0.045	0	0	0.038	0.064	0.060	0	0.021	0	0	0.024	0	0	0.025
ENSMUSG00000036131	0	0.025	0.022	0	0	0.043	0.108	0.024	0.047	0.027	0.053	0.051	0	0.026	0.024	0.112	0.052	0.146	0.071	0.086	0.058	0.029	0
ENSMUSG00000036136	2.114	130.511	112.443	107.357	105.727	146.577	119.994	100.652	147.835	3.514	2.787	71.578	47.709	43.744	37.058	36.503	33.438	40.255	38.987	1.797	1.793	5.322	1.720
ENSMUSG00000036138	135.551	100.210	103.363	106.691	143.762	95.752	112.235	99.417	102.819	76.311	93.894	78.856	78.100	81.017	81.710	80.721	77.733	81.061	68.546	32.625	27.033	56.805	43.237
ENSMUSG00000036139	0	4.635	4.397	5.048	2.489	1.567	1.148	1.824	4.936	0	0	2.329	3.517	3.599	3.415	0.833	1.057	1.227	1.071	0	0	0	0
ENSMUSG00000036144	8.974	3.326	3.032	4.108	8.401	5.210	4.011	6.054	5.411	9.675	11.485	9.036	11.639	10.793	16.981	15.618	16.677	15.481	17.724	31.151	22.192	18.405	20.048
ENSMUSG00000036151	0.601	0.037	0.095	0.033	0.134	0.118	0.094	0	0.296	0.277	0.344	0.113	0.266	0.619	0.281	0.332	0.231	0.246	0.107	0.828	0.581	0.584	0.437
ENSMUSG00000036155	1.005	3.317	3.976	2.860	3.558	3.909	3.763	4.285	1.890	1.448	1.467	4.829	4.734	4.017	3.599	5.724	5.054	5.468	5.766	1.713	1.560	2.599	2.133
ENSMUSG00000036158	10.004	3.144	3.470	3.591	3.777	3.906	3.556	3.874	3.108	8.848	13.031	6.362	6.540	7.654	8.257	7.252	7.413	9.617	8.304	18.009	9.511	12.226	11.216
